,P_abs,T_l,A_l,V_gc_ind,FqFm,R_ch,R_ch_vol,L_air,L_epidermis,Vac_frac,T,R,N_gcs,n,m,r,s,C_apo,A_closed,A_open,ATPase
10,0.9678705638618336,0.00023289862753934839,1.0,1.8261262887118942e-12,0.8237031256865015,0.11614126190726887,0.2057868549773838,0.20008685954368824,0.17090040449931543,0.770828613995822,291.2376717290211,0.08205,247558321.73132572,1.6884627372158965,0.8521584345143515,5.5056834435640846e-14,1.2932666455917077e-13,0.027008529317860585,2.083443684526488,9.242599795055614,7.428487864379745
11,0.896311180076409,0.00023416436664813305,1.0,2.2895804131367132e-12,0.872056671786056,0.1257633545544572,0.19544291116740314,0.1960453986933607,0.23159558656171422,0.8628726448094576,287.288925286121,0.08205,902347952.1929538,1.8239951409229231,0.9374478932801146,6.08485279847413e-14,2.186474538544023e-13,0.02476722805812713,2.817179692662373,8.533534070769278,15.054215349040664
12,0.951490571542046,0.00018149802039531477,1.0,9.963354847731563e-13,0.8889626594628988,0.11393975154128126,0.21251859440797208,0.19571107120250655,0.10479822674341124,0.842501218057272,292.2914698483597,0.08205,194154121.4677494,2.1291715928292225,0.9342440576532434,6.449982631766415e-14,1.8895227130878196e-13,0.036836794142089443,1.1528996691965139,4.97095044632921,11.67421339700297
13,0.8685802215293899,0.00023528725683474454,1.0,2.2303357134363094e-12,0.8133871695751698,0.14359452567660613,0.2103894956286158,0.2319011278569178,0.2337089850957332,0.7885195326454338,286.6578729909278,0.08205,882702756.680303,1.5638142415777079,0.9557032917486513,5.755865816834435e-14,2.97669356456476e-13,0.032311232863572986,2.576764620958621,10.693165662334177,4.4013739184013225
14,0.8959746470908672,0.00020210007525856666,1.0,2.16757812791677e-12,0.8953156904588072,0.09509944777017387,0.18943116089898512,0.24021092529719,0.15959291864275676,0.788182404929561,283.1770055536589,0.08205,479672710.0011281,2.3374668717458547,0.9538874773698233,7.814600318712542e-14,2.8944132353523987e-13,0.032975427996276924,2.000977348549325,5.700472515099958,2.245356972677118
15,0.9823855253492098,0.00020409915675242963,1.0,2.880532401901738e-12,0.8444643044668967,0.08670371151661699,0.20153500279019904,0.20225392566328315,0.2359074347137036,0.7555534495531493,284.3251785346497,0.08205,1079599178.6775565,1.6989081938504935,0.8117179146332808,5.3497870316018705e-14,2.749441608050464e-13,0.03667529925401775,1.9285625809919007,5.487246300890644,12.485006113245156
16,0.9183346471954711,0.00021989242494735477,1.0,1.4261869336294832e-12,0.8289717836184505,0.14078925982241852,0.20687627505478445,0.24432033588901433,0.16968065662434084,0.8776181148124005,287.89842733368096,0.08205,953721277.1080655,2.4856857333226836,0.8254663070273096,6.234262086603147e-14,1.016334754237417e-13,0.025462967004179698,3.0278555122676254,11.114720060387898,5.625538107465931
17,0.9665840757033337,0.00019809318827187375,1.0,7.535447106044681e-13,0.8335762271582928,0.10473895498370851,0.20573867839549984,0.3375552605369802,0.15648631084992254,0.8725028511299775,288.6926461562438,0.08205,829054883.9048306,2.4603358145032406,0.9853440236437002,7.086578421349863e-14,1.958231994385753e-13,0.036416120580717345,3.7753407951881743,7.657696508548409,9.462575657407683
18,0.8382734752225761,0.00020670708197642563,1.0,3.833149540604739e-12,0.8948192163820122,0.137822912867254,0.1931692486922815,0.28831945657579755,0.19123696478214375,0.7629501525387693,293.5779627443419,0.08205,1130878285.5150363,1.7013286754374344,0.9062323612078226,7.119498972492021e-14,1.524363877034915e-13,0.027048481855997585,2.7848446943421656,6.668213246032742,11.962776772647425
19,0.9159294090704232,0.00018391391771939073,1.0,4.005220747173886e-12,0.8422489007854187,0.15424288670925107,0.19904340881291713,0.2293282186771262,0.21505203731855987,0.8827621172472586,288.277132858658,0.08205,898839037.2386274,1.5815977899159395,0.9222570646085169,6.671714338359375e-14,1.6741285981329294e-13,0.03574476630779055,1.569175199911748,6.058053608354596,8.4191077067301
20,0.9175948565664156,0.00018191510506562108,1.0,1.7706941122286803e-12,0.8481107617330449,0.15497739139366842,0.18951929054497013,0.26092317265613896,0.11764626118612327,0.8359214717998309,287.7193200606429,0.08205,1122601657.3384244,2.372726614537052,0.9905660069754989,5.89780009694086e-14,2.68755299455734e-13,0.03192252809846478,3.0755407159394057,6.303481947639941,13.160833940080039
21,0.9353859393407471,0.00019777234059641587,1.0,3.0058853297499727e-12,0.8944120588139277,0.06978810571457411,0.19254116447573924,0.19620242099520202,0.16548814093289724,0.7659463958004228,295.8864508210119,0.08205,968668378.2130815,1.7248121730724217,0.8879386025045144,7.505956785367178e-14,2.1416013165387355e-13,0.023351782151627472,2.2452515875496193,9.778732733769115,9.990979921101072
22,0.8549146554004055,0.0002382249012504351,1.0,3.430782344992012e-12,0.819486347042688,0.11980279601347968,0.20629099508270557,0.3001347514318345,0.20087080097712579,0.8699640670226823,283.8782767274878,0.08205,347710962.09422946,2.0893692987002934,0.8623965824116065,5.288169481429292e-14,1.7562113100156805e-13,0.025206020223680785,2.014228284958186,8.810590322639927,0.42222124603449285
23,0.8109928487734617,0.0002163907441751344,1.0,8.508570583145059e-13,0.8710383834803113,0.15447923966884747,0.2082166869619714,0.20863204142864475,0.1488756171301009,0.8839104134591895,287.93311218112996,0.08205,394961872.7687831,1.5083140700572588,0.9030247925367484,5.475216855549785e-14,2.5898243524716837e-13,0.024964442274924326,2.69433865959944,6.330007743455785,15.668346010909586
24,0.9021558818706032,0.00020045125817046326,1.0,3.625584727268892e-12,0.792085644499137,0.08784247838151885,0.2093872412730588,0.31289498875298777,0.1199939081816539,0.7990627764277439,295.6479109576524,0.08205,771221516.6074178,2.0106803053143474,0.8646974194550625,5.039002893823299e-14,1.6170368436942907e-13,0.026864892100712606,3.3167557983823674,10.926816794263782,15.126967756845803
25,0.9307105038775847,0.0001727452391134184,1.0,1.6686756925511894e-12,0.8142822860104614,0.0485371761726464,0.19999171107936317,0.32587684773074577,0.23168438868924365,0.8907222147836926,296.2548725558026,0.08205,1043647530.7570267,2.179137426009852,0.9645682391507403,5.824917312256553e-14,1.1074016571463345e-13,0.03337711888652824,2.8433251611028316,8.898780870535216,8.474049197911663
26,0.9473252809052303,0.00017548814767561128,1.0,2.7409891830616986e-12,0.8305503049526444,0.08521757506069272,0.19365062818698967,0.32933931498713165,0.17719902010703015,0.7543743741116826,296.2754974475825,0.08205,1070319187.0351505,2.4058022626784408,0.9109258209564398,5.638127111049436e-14,1.0705283631839869e-13,0.023664014882369275,1.5844128500496706,11.427067591806948,16.326143811716097
27,0.9835219828623292,0.00020425902602687443,1.0,3.4425381845333864e-12,0.8620172076843388,0.08607260259990879,0.19954690490620236,0.36257484130841167,0.18174627615074296,0.8394861240443218,286.6283345522173,0.08205,915088774.7456692,2.1649569799553725,0.8984847607933543,5.867900410982226e-14,2.6452406391990883e-13,0.03134376657294243,1.8887012390014228,8.01657840057297,8.014309603027423
28,0.9057382028889882,0.00022559449364517305,1.0,2.077160661250925e-12,0.8585993226127261,0.06574633105422184,0.19987734212536676,0.2320930385059366,0.20045533449126018,0.8929942077253377,290.5513622883348,0.08205,183226726.4154261,2.2593430929279013,0.8799450544373143,6.486503308919313e-14,1.7056263641910566e-13,0.02799936753335708,2.573814770943878,6.189742397831316,0.1991060428071657
29,0.8255757760486124,0.00023718479304572375,1.0,3.768557027846882e-12,0.8936789515506177,0.09161699208557278,0.19711195778956023,0.2486837840653679,0.15389309577506272,0.7669819453237974,285.3948140864505,0.08205,558200883.5818505,1.6047924232535757,0.9186162511439447,7.469879971939454e-14,1.7384616369264845e-13,0.026858364024969196,3.1500148427530084,9.7286383544036,9.884834048045464
30,0.9774902725582338,0.0002129935184048563,1.0,8.097892140788337e-13,0.849339828811112,0.08594439939374236,0.20022022575932882,0.22812714519035457,0.10644752690182968,0.8306537149538598,296.3831799302581,0.08205,638068682.119263,2.3188365092913017,0.8306868897370431,7.864234201414833e-14,1.6439290107949781e-13,0.025288140211741233,3.333199043295206,10.672109450340454,11.311688425878442
31,0.9212319846529292,0.00017901616880893113,1.0,3.847707930101099e-12,0.8846588025381307,0.055742560851312545,0.19468435668428194,0.23816605409899883,0.12710727375896239,0.8400208150049244,284.1323322464157,0.08205,206868316.2170626,1.9695770319623822,0.8724507980291775,6.149018837238827e-14,1.1245153118907159e-13,0.02601449014969685,1.414638141380911,6.26814497980601,14.8437632080737
32,0.9592863932930967,0.00020147136889591793,1.0,1.010134205448273e-12,0.8564946960915177,0.16653889251463494,0.20166090131294334,0.234208794471719,0.15203350553880246,0.796089209520399,295.7847753953367,0.08205,717270668.750105,1.5449836690733252,0.8655217427236163,7.022511280632606e-14,2.2509119685831988e-13,0.027115070677916516,2.788007712218025,3.9892161751932096,3.200007090004783
33,0.982904380409927,0.0002201493907140124,1.0,1.1633093625865376e-12,0.8689319067611354,0.11896969242144052,0.20559137471607017,0.25139504854152306,0.19854114478571924,0.8407770962646575,285.8931421694564,0.08205,184936084.15577742,1.7814359327296894,0.9939857866612898,5.001969233549247e-14,1.0016196251050819e-13,0.02888345769149064,1.0832461191236789,5.81275830142618,15.166135453102374
34,0.9741370140940521,0.0001805798805559568,1.0,2.031825702903676e-12,0.8967846727509208,0.08423320554513969,0.1921129064266998,0.24544718185783687,0.16565106296581147,0.8543696305172794,293.24387548639,0.08205,918116059.1052582,1.975056372894553,0.821273676358914,5.0071320348615e-14,1.415137833557841e-13,0.023620419541396515,2.5376527037378276,10.410775688869043,5.5593094295369765
35,0.8565043289958052,0.00023691053737494387,1.0,1.3603119804623833e-12,0.8606518538980096,0.06737359226091502,0.19220335453138954,0.2580707426925716,0.10728614691013551,0.7773987929261805,283.7910916890545,0.08205,842395134.0101595,2.0396813674156586,0.9931727850249477,6.49168081378162e-14,2.1535818508602367e-13,0.02905638184363104,3.8391218256651394,9.599663784103626,13.331785617708066
36,0.894624865740465,0.0002220174030303048,1.0,2.919288046270521e-12,0.8961155753809922,0.04106649440436909,0.20614545563071338,0.2574040238030619,0.21275954815221826,0.8661664611058276,285.50081254131965,0.08205,321488977.9883971,2.101403308636654,0.9054273038041467,7.690580203380766e-14,2.423972654474714e-13,0.035690046391352113,3.591871403178402,8.790236481142731,2.6955437430022724
37,0.9693261961636066,0.00020361901326056345,1.0,2.2771712020909264e-12,0.8108104298645998,0.1441540214781513,0.1968298773131375,0.3267568096456044,0.18827606458459836,0.7724461301565296,284.2988950387095,0.08205,620922720.4110956,1.6630805785638738,0.8736827500515227,6.766129136361625e-14,1.0764474035090878e-13,0.03003419431829406,3.2553394129890694,8.428301795939072,10.371896725145888
38,0.9856040875667357,0.00021469342204419382,1.0,3.900522097188648e-12,0.8432737140165825,0.05637202039968478,0.20133215921864853,0.2925287590789935,0.11455776034331028,0.8355248647810077,295.45677985467705,0.08205,307156414.4447235,2.1176559179979764,0.815547286191533,6.782805501772809e-14,2.0193187806702324e-13,0.02393656518090335,1.9963333209026652,4.029223951381407,15.751639471649774
39,0.9105915673167557,0.00020020569017490278,1.0,1.465269034984686e-12,0.8662984243621836,0.11659506726367416,0.19509662014315293,0.3617479391336859,0.21228292906879184,0.8427084691913659,295.2312141129508,0.08205,436048874.077545,2.2390456750060066,0.9155826903411626,6.954708377608364e-14,1.309343918867945e-13,0.03259743746650059,3.6450466258983836,4.608007350103543,15.494826345790912
40,0.8976268643601589,0.00019686679227600413,1.0,3.4065400912957818e-12,0.8368941267089903,0.18297812940649016,0.20221829040044664,0.34149338570037746,0.2356825507711757,0.8694213612404005,288.08107866525086,0.08205,381403845.8817681,1.5605783530824662,0.9393582178763398,7.790231375520784e-14,2.826186446962669e-13,0.02578920086625962,3.3386667747405454,11.528652907826581,1.787838027445682
41,0.9778781203303706,0.00020931154043718104,1.0,1.5246631148662e-12,0.8812821962298825,0.09373488878403892,0.20692817737471086,0.3282078407569593,0.1202580269077626,0.7614647584640069,283.65499375945035,0.08205,969759983.7282786,2.4223699169705,0.8869941807430731,5.551040412409873e-14,1.8158520895539272e-13,0.03718897883793512,3.4229311725924614,6.2620309435261685,10.169935778548998
42,0.9845586921923976,0.00017342662910766523,1.0,1.4542317682658945e-12,0.8132362568383034,0.05052963601166435,0.2010826731556562,0.28191488125582204,0.19382552955244414,0.8796038205948988,285.0077212979633,0.08205,952359963.8103824,1.84427840853416,0.9599713584271345,7.977396505325708e-14,2.6962854898854714e-13,0.03629961161339318,2.5490302495653085,4.338681039624854,4.15499681276944
43,0.9052593795069038,0.00022176309183939762,1.0,7.002791758957472e-13,0.8367502999621127,0.07678434169319755,0.2038124327817563,0.2757145500973715,0.14689188059252023,0.8591446105439511,297.7248296029962,0.08205,753862945.2121118,1.8103022746108375,0.9662666233206456,7.002881488688105e-14,2.4964591228874513e-13,0.023703759441713487,2.904263087249647,3.8474799245513314,15.400149728800915
44,0.9261701837975487,0.000172372199283499,1.0,1.906798870381188e-12,0.8300531565434898,0.04937014980179441,0.19709221021527482,0.27201179618785065,0.22879423558045217,0.8171818007762042,283.62403408287105,0.08205,459696471.4294986,1.6729821526958284,0.8697523219104684,7.50495098167257e-14,2.308537687129764e-13,0.03191123619527067,3.4051060692902535,9.356176405601516,4.259026782357942
45,0.9307834073048701,0.00018945909333044445,1.0,1.4891484860502043e-12,0.8887087066694053,0.04634541879236985,0.19421805290253066,0.2311718535859203,0.1834093585606717,0.831116799646267,288.0620548159728,0.08205,1105336945.2934203,2.3289634723525707,0.8668975476698455,6.554261929655101e-14,2.276119380884383e-13,0.023462990334075628,3.6899944916801184,11.70506666665632,7.1020363053960605
46,0.9274857723718187,0.00023304201533196875,1.0,3.755562124171239e-12,0.825253485845836,0.12451822657976158,0.21242943904020586,0.20923944377778383,0.10447373954850113,0.783571816629619,297.4610945430622,0.08205,795853733.629732,2.43632541799012,0.8986694035191017,7.332302935210786e-14,1.5865883110878714e-13,0.0233207372708977,3.358390298153052,8.572807686654938,13.133961655174666
47,0.8179996452357851,0.00022806911051306586,1.0,3.750142814276009e-12,0.8030525909428734,0.14739793170652096,0.21047899056647446,0.19387601290930248,0.1634869878154026,0.8318027696890556,296.689738397351,0.08205,1028527128.5931307,2.4630257331918806,0.8807730381700186,6.336260168442039e-14,1.6769566282716675e-13,0.03518144879803722,3.1564225184316763,9.835561070270174,11.44961030068769
49,0.8982903944981039,0.00022919797671033264,1.0,2.082307665894791e-12,0.8348201699333281,0.1807387481976297,0.19776619295074324,0.3626317084300572,0.22621343018292056,0.7653391880199103,293.6104357816241,0.08205,560935614.9979808,1.8866247885090262,0.9735319616461455,7.924726385480688e-14,1.0110317595443373e-13,0.035936352639380276,3.287515153502997,8.847297271736586,10.079310136756156
50,0.9821886580982404,0.00023091970649537945,1.0,1.217850975214563e-12,0.8068587015984953,0.07327839710137318,0.21181615896247846,0.31235171231522574,0.17079822052577398,0.8503463567255045,289.1996026157187,0.08205,750532195.8602198,2.2161480429741127,0.9888934807194416,7.629563912984012e-14,2.378211940381867e-13,0.03624099311713387,3.2136252487138046,3.2695827001843085,5.188911739300768
51,0.8441879968223,0.00020517325732151857,1.0,1.873353634049091e-12,0.8019300538815877,0.1399009386942559,0.20551279210573895,0.2906619453238013,0.20941697644509327,0.8950804445648544,297.5026419320519,0.08205,983969646.4864361,2.1043184470443475,0.9365803238706251,5.197689156031127e-14,1.4806928224590567e-13,0.03097165255879314,3.3952884890803228,4.48246832614132,10.278390100703394
52,0.9634595496443195,0.00017192976124130312,1.0,1.6999487993046795e-12,0.8874411538096637,0.08851670280649004,0.20174398821204742,0.27282994609529787,0.18660796547418015,0.7682591882688632,294.68737436256816,0.08205,508722280.7048044,2.3063373007463954,0.8732244897639734,7.229388785430112e-14,1.3254863073227924e-13,0.02742259543422924,1.232778817176999,5.936202567028737,5.8089334552955325
53,0.8188879720369664,0.00022169269204252577,1.0,1.0842912948340945e-12,0.7958737282043693,0.0784181879425567,0.20565585142150536,0.21262984935134127,0.16889169466307458,0.8375904077101239,289.8214324741819,0.08205,943900038.9922048,2.273544890644896,0.9546282326270564,7.602391405185482e-14,2.49852945310465e-13,0.03531380874719248,3.5149291431015515,5.997957355533714,16.685531222476918
55,0.8126245943820979,0.00019491924683597714,1.0,6.54812713140654e-13,0.8081025825872178,0.04418873936917249,0.209529191437875,0.3284535583025412,0.1168878285586506,0.8668416221483048,293.6025439291414,0.08205,1078024087.5482192,1.6449929651628672,0.9133114521394092,5.490297493426705e-14,2.5796406670991126e-13,0.03615424103093675,1.8214895418091697,2.8486032750331565,9.726675557149067
56,0.8882545308387192,0.0002045536664989865,1.0,2.3282323352819315e-12,0.8895250226718844,0.10274243679947367,0.2103502038716671,0.22809920788010185,0.18455938241816083,0.7978116853605839,289.45684746776396,0.08205,1082569658.441132,1.5779424880470636,0.9280081314769815,7.748619375734031e-14,1.7724596912843535e-13,0.027300341621867456,2.3700564187498916,3.895377120336936,8.159310410261932
57,0.974297716774129,0.00022953268082785103,1.0,2.8470433400889132e-12,0.844394233722684,0.06301250741553704,0.2114186902509797,0.25680088000864515,0.14532196746529935,0.8513094325293494,288.2433873187713,0.08205,314016726.3941254,2.2306562861542627,0.9167303131045417,5.6813151541606825e-14,1.5626093073212088e-13,0.03491630607220843,3.80144449237829,6.991631896805661,0.2043417368925953
58,0.912414192979285,0.0001841095332755532,1.0,6.701975924418817e-13,0.8374713273594449,0.15276734930160746,0.19634779592123516,0.21649813808679674,0.18683257145521187,0.8108911206432385,284.5785180666875,0.08205,887049345.6764383,2.1651810238222065,0.9341414816539215,5.775873816395232e-14,1.7343961328932233e-13,0.03206557362580407,3.5457274034664965,7.3667508730811875,14.553124084903157
59,0.8333384995665578,0.000175892522691969,1.0,1.8086693289376671e-12,0.8590936192732728,0.11489595141651247,0.20673572539930987,0.28250816952862506,0.17347822288147727,0.7868691850053783,287.825832921115,0.08205,383268401.0672039,2.0825922239490415,0.9534007176793012,6.678889196433922e-14,2.8446043313853233e-13,0.03224672294924895,3.06588898138484,7.918912985959496,16.193874052987713
60,0.9425153430900692,0.00022657515479567264,1.0,2.4502065411515815e-12,0.867231542597291,0.16692299706737135,0.1952056055867155,0.31453785259500144,0.20017868193995836,0.8209445878209857,292.99042168916384,0.08205,919117555.2307746,1.8597327660157366,0.8600280975383588,5.012128145913009e-14,1.0021039150902051e-13,0.02337781234955358,2.362644644487218,5.8925790446107325,2.275017103149503
61,0.8197606888377288,0.00017723235975636523,1.0,5.973042403595078e-13,0.8459365871944807,0.1068000441922705,0.20403948057728383,0.2298205553939072,0.11315155301984395,0.8735495735556164,287.32004970961634,0.08205,666586604.7778101,1.5710758301277816,0.874720009038525,5.4569677048362603e-14,2.8745987272395625e-13,0.02727862264986182,2.9412907082506305,4.792654515006237,10.537560574634536
62,0.8349946841718576,0.00019699825100336475,1.0,6.101587449681711e-13,0.8227460829320289,0.12755459971985156,0.20495494342900927,0.28620972545584894,0.19343529956348204,0.8137319006540913,294.0473280432194,0.08205,201858840.86838365,1.5555912251465231,0.8538967234029801,6.563898064893791e-14,2.284112873902041e-13,0.03469009670091208,2.131855214032129,7.691512698253101,1.7215117394631143
63,0.9870234560252492,0.0002211231625390869,1.0,1.6293646024451758e-12,0.8381405601483158,0.0968010282832904,0.20415080928432683,0.25181927900214196,0.21788406581247083,0.7658296244523325,283.7694093706412,0.08205,363451971.5474949,1.9501420341142843,0.8460864262697698,7.725628826818641e-14,1.0434781119133867e-13,0.028291776025427432,2.862462488374889,3.1981557861498304,13.387885944514519
64,0.9469847933423088,0.0001795294273244916,1.0,1.1866334371880393e-12,0.8860410139568791,0.10451685486771468,0.2034727955744044,0.236653900745051,0.12957525112268184,0.7865852390123523,295.9613330655765,0.08205,561338928.0141659,1.7208574185668524,0.9426453154049069,5.183955250064676e-14,2.5119155961300376e-13,0.03663453841423458,3.8197696875876685,8.762234637743424,6.33621151350902
65,0.9505683329744767,0.00019835218999625468,1.0,3.963532995525261e-12,0.8334968917907299,0.09925594916673867,0.19376592541675153,0.2804928886004632,0.210552125955566,0.8622279984412371,289.7262623935661,0.08205,949206225.069893,2.4800456950790233,0.9371606390863549,5.318240812870306e-14,1.2505302098766137e-13,0.027500013645293926,1.174441240726381,3.544204455468373,7.258230617006494
66,0.8596878181712757,0.00023464476102146527,1.0,3.4260822056481887e-12,0.7918935031893471,0.05268764420319548,0.19897929467152908,0.23012833566306523,0.1973514905818463,0.8420647703375059,293.0769480394465,0.08205,364777125.3330556,1.7302359557391538,0.919254150825474,7.408027274869186e-14,2.1486656614465745e-13,0.029781507036421136,1.6976867475189454,11.305181468742298,13.115608009429511
67,0.8898458503095009,0.00018255883487113155,1.0,2.911377646328116e-12,0.8385147560366601,0.1596053634227889,0.1977722716658602,0.3506734168765994,0.133516228717427,0.8548820104695515,294.2005069345908,0.08205,502666370.7844276,1.9313028123943419,0.9731123432322838,6.108791405378454e-14,1.8119689221745952e-13,0.03422853486132364,3.099834298380312,10.478446975024578,6.9197970759608145
68,0.8665617530732492,0.00020110937780689136,1.0,1.7557770970408368e-12,0.8826620714529536,0.13612747600351432,0.1962653621690128,0.2223466638669642,0.15100535218086059,0.7830418876207215,284.9842828128284,0.08205,547729922.4707106,1.6606061287845497,0.9314469668727499,7.184355243061336e-14,1.0305516853748769e-13,0.024467424233166047,1.4287788962253292,5.588144448819081,16.858344939808166
69,0.8399201700300631,0.00020803242255926457,1.0,1.3234350016486647e-12,0.8231306404180465,0.06793807692449452,0.19415688547293125,0.35518679272670206,0.15714127881108722,0.7540467958141849,293.27216227881786,0.08205,217581432.8569024,1.559287454403445,0.937985886925124,6.357088942007657e-14,1.5001602465019628e-13,0.033196551579677866,1.7058261331895537,11.12453884521391,1.8934619443498757
70,0.8586653056866206,0.00017536854755004818,1.0,1.5517105554573414e-12,0.8104807363001305,0.1595539849269937,0.20954669497458436,0.36713280823410144,0.20370887570285234,0.7624305386930738,291.3278252454106,0.08205,835596576.5582333,2.0661417875589705,0.8862321767524353,7.247629746827045e-14,1.9785382808029393e-13,0.02524119714614219,1.5183661389112395,8.514920351559496,1.6127734832551763
71,0.983888146586661,0.0002214277652429927,1.0,2.03935788746435e-12,0.8719395977385631,0.06226423574651349,0.1954541451146635,0.2705156476815549,0.12615998782069685,0.7541874181963751,288.33916271127026,0.08205,250037361.48961186,2.2687265883932235,0.9593224484704138,7.632452024706786e-14,2.728447501621185e-13,0.02355272649376231,2.2371475413275093,11.233976889521752,4.373908801503108
73,0.8828701454649012,0.00018650308117331256,1.0,3.764684533519898e-12,0.797434967612305,0.07053803249125155,0.20514012915491667,0.3548643330596862,0.22286679162453957,0.8570861311651005,293.0618046921135,0.08205,296244035.4621097,2.4947257014111326,0.967359864363831,5.761399987542988e-14,1.572141319164191e-13,0.03711073926289861,2.42867758931798,7.0453627854205365,14.291269960633857
74,0.9254796929738313,0.0001862805658616055,1.0,3.866883088434517e-12,0.8783930525462516,0.09634039023141217,0.19739526961792653,0.18949338382930728,0.22885060712994262,0.8717790487144749,290.9562961230974,0.08205,271703295.0102203,1.7609178379089179,0.9355473323119261,5.5685247666318146e-14,1.9716055779636332e-13,0.0243148700495239,2.846317092553091,5.030032474285116,13.246576686700575
76,0.9509924508711399,0.0001954481172437673,1.0,3.245640969757823e-12,0.8267016402177803,0.07625470942574908,0.20601344423391618,0.22309594997063234,0.1778922933339916,0.8045820867511707,295.58426901110664,0.08205,940476478.7679604,2.465462941427213,0.8644602709689939,5.931740946481195e-14,2.0612321310836758e-13,0.02532825693411034,2.0597102958806066,11.539051448693915,2.90145080929293
77,0.9622911522433406,0.00021892289262199967,1.0,2.5358326383047732e-12,0.8278362617192607,0.0980238654598577,0.20969008899243285,0.3301735636815309,0.15737244449549986,0.766350149704953,286.0328410969557,0.08205,375455811.8991591,2.489918373073831,0.8471653386075721,7.126808942901103e-14,1.741617750424902e-13,0.034677115455299085,3.3632094557834966,8.960550295617963,6.221120852411799
